fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_ADHD_2022.fit.json	0.0021073085141244644	8.9489908584953e-05	3.0223927960978693e-05	9.965532612301627e-07	1.1203036066780487	0.004039185509887109	0.15165107613229925	0.0030775650481638384	7405.1890160723615	314.47207832211774	76.99087965062645	67.64377295545128
