fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_THIN.fit.json	0.0032843908368298085	0.0068334124824226605	0.00046140329087268253	0.0003299615252691525	0.9965341739016275	0.003153368333780935	0.3320192518850521	0.05056291772155636	11541.516007913928	24012.958101748223	0.3918699694942916	-9.394375328891329
