fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
EA_2022.fit.json	0.003628204814498543	6.0454874567643695e-05	1.7676114804142082e-05	2.598737464354022e-07	1.268635632266736	0.005522872795559533	0.15285513121819005	0.0009041684725907028	12749.695766093504	212.44149592512179	1286.5099504962068	1277.0113479628665
