fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_ASD_2017.fit.json	0.0032235641864800887	0.0004161191454855797	2.6382333785105945e-05	3.0314238487557812e-06	1.0388186107026627	0.003417692539929524	0.1998637787335474	0.0061558358835381004	11327.768073031522	1462.2637857122204	2.556108316293103	-7.043554702887195
