fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_BMI.fit.json	0.0030575212389355065	9.123193778590546e-05	3.112801048046135e-05	7.780151968487303e-07	1.4957479176068313	0.01537361171481068	0.22673213596060432	0.0021663617154931486	10744.284732499256	320.5936573021799	1860.1965106397154	1851.2399364858152
