fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_HEIGHT.fit.json	0.0013618590406824483	1.8771029075480942e-05	0.00016139590417325878	3.275204886128142e-06	2.765227484943477	0.03003650018913191	0.5238813220400858	0.006895111058732893	4785.6417519816805	65.96234836923195	12859.358409162654	12850.563789173259
