fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
PGC_AN_2019.fit.json	0.002060420359157919	0.0001183194210343904	4.399134811829542e-05	2.3777140624308074e-06	1.0735191788854546	0.003443878910097201	0.21548002497200555	0.005484972391528433	7240.421661024486	415.78044750411874	17.498960089098546	8.129874443422887
